ID,PATHWAYS,SECONDARY-METABOLISM,REACTANTS,PRODUCTS,REACTION-DIRECTION
PYRIMSYN1-RXN,PWY-6890,False,"S-ADENOSYLMETHIONINE, 5-PHOSPHORIBOSYL-5-AMINOIMIDAZOLE","PROTON, CARBON-MONOXIDE, FORMATE, MET, CH33ADO, AMINO-HYDROXYMETHYL-METHYL-PYR-P, AMINO-HYDROXYMETHYL-METHYL-PYR-P, CH33ADO, MET, FORMATE, CARBON-MONOXIDE, PROTON",LEFT-TO-RIGHT
SHIKIMATE-5-DEHYDROGENASE-RXN,PWY-6163,False,"SHIKIMATE, NADP, NADP, SHIKIMATE","NADPH, 3-DEHYDRO-SHIKIMATE, PROTON, PROTON, 3-DEHYDRO-SHIKIMATE, NADPH",RIGHT-TO-LEFT
L-ASPARTATE-OXID-RXN,PWY-5316,True,"OXYGEN-MOLECULE, L-ASPARTATE","PROTON, IMINOASPARTATE, HYDROGEN-PEROXIDE",LEFT-TO-RIGHT
RXN-9815,PWY-7151,True,"S-ADENOSYLMETHIONINE, CPD-10527","PROTON, CPD-10520, ADENOSYL-HOMO-CYS",LEFT-TO-RIGHT
RXN-4861,PWY-5414,True,GERANYLGERANYL-PP,CPD-4750,LEFT-TO-RIGHT
RXN-20155,UNK,False,"Protein-S-Acetyl-Cysteines, ACETYL-COA","ACETOACETYL-COA, PROT-CYS",LEFT-TO-RIGHT
DOLICHOL-KINASE-RXN,UNK,False,"DOLICHOL, CTP","DOLICHOLP, PROTON, CDP",
RXN-8250,PWY-5319,False,"PROTON, COUMARIN, NADPH","DIHYDROCOUMARIN, NADP",LEFT-TO-RIGHT
RXN-9561,UNK,False,"CPD-10204, CPD-665","CPD-10207, WATER",LEFT-TO-RIGHT
RXN-13919,PWY-7160,True,"S-ADENOSYLMETHIONINE, SYRINGETIN, SYRINGETIN","ADENOSYL-HOMO-CYS, CPD-14940, ADENOSYL-HOMO-CYS",LEFT-TO-RIGHT
RXN-13334,UNK,False,"CPD-1108, WATER","DIACYLGLYCEROL, INOSITOL-1-4-BISPHOSPHATE, PROTON",LEFT-TO-RIGHT
RXN-15525,UNK,False,"S-ADENOSYLMETHIONINE, CPD-14867","CPD-16764, ADENOSYL-HOMO-CYS, PROTON",LEFT-TO-RIGHT
RXN-8406,UNK,False,"CPD-8214, Donor-H2","CPD-8225, CL-, Acceptor, PROTON",LEFT-TO-RIGHT
RXN-8695,PWY-5469,False,"CPD-8905, Red-NADPH-Hemoprotein-Reductases, OXYGEN-MOLECULE","CPD-8921, Ox-NADPH-Hemoprotein-Reductases, WATER",LEFT-TO-RIGHT
DIHYDROXYMETVALDEHYDRAT-RXN,ILEUSYN-PWY,False,1-KETO-2-METHYLVALERATE,"2-KETO-3-METHYL-VALERATE, WATER",LEFT-TO-RIGHT
ACETOOHBUTREDUCTOISOM-RXN,ILEUSYN-PWY,False,"1-KETO-2-METHYLVALERATE, NADP","PROTON, 2-ACETO-2-HYDROXY-BUTYRATE, NADPH",RIGHT-TO-LEFT
RXN-11932,PWY-2541,False,"CPD-12908, OXYGEN-MOLECULE, FERROCYTOCHROME-B5, PROTON","CPD-12909, FERRICYTOCHROME-B5, WATER",LEFT-TO-RIGHT
RXN-8720,PWY-5476,True,"CPD-8949, OXYGEN-MOLECULE","CPD-8950, WATER",LEFT-TO-RIGHT
RXN-13417,PWY-5905,False,"N-4-aminobutylidene-eIF5A-lysine, NADH, PROTON","CPD-9973, NAD",LEFT-TO-RIGHT
RXN-10720,UNK,False,CPD-476,"KYNURENATE, WATER, PROTON",LEFT-TO-RIGHT
RXN-717,PWY-699,False,"CPD-716, Acceptor","CPD-718, Donor-H2",LEFT-TO-RIGHT
RXN-13920,PWY-7160,True,"S-ADENOSYLMETHIONINE, SYRINGETIN","CPD-14938, ADENOSYL-HOMO-CYS",LEFT-TO-RIGHT
RXN-13820,PWY-7139,False,"CPD-12575, CPD-14839, CPD-12575","PROTON, UDP, CPD-14840, UDP, PROTON",LEFT-TO-RIGHT
RXN-8510,PWY-5411,True,"CPD-8693, Red-NADPH-Hemoprotein-Reductases, OXYGEN-MOLECULE","CPD-8694, Ox-NADPH-Hemoprotein-Reductases, WATER, PROTON",LEFT-TO-RIGHT
RXN3O-470,PWY3O-440,False,ACETALD,ACETOIN,LEFT-TO-RIGHT
RXN-13937,PWY-7163,True,"S-ADENOSYLMETHIONINE, CPD-7252","CPD-14952, ADENOSYL-HOMO-CYS",LEFT-TO-RIGHT
1.14.13.42-RXN,PWY-861,True,"CPD-1074, OXYGEN-MOLECULE, Red-NADPH-Hemoprotein-Reductases","CPD-648, WATER, Ox-NADPH-Hemoprotein-Reductases",LEFT-TO-RIGHT
4.2.3.27-RXN,PWY-6270,False,CPD-4211,"CPD-9436, PPI",LEFT-TO-RIGHT
2.7.9.3-RXN,PWY-6281,False,"WATER, SE-2, ATP","SEPO3, Pi, AMP",LEFT-TO-RIGHT
RXN-11234,UNK,False,"CPD-12193, ETOH","CPD-12170, WATER",
ALCOHOL-DEHYDROG-RXN,ETOH-ACETYLCOA-ANA-PWY,False,"ETOH, NAD","ACETALD, NADH, PROTON",LEFT-TO-RIGHT
RXN-14110,PWY-7192,True,"CPD-12575, CPD-13509, CPD-12575","UDP, CPD-15106, UDP",LEFT-TO-RIGHT
RXN-8386,PWY-5365,True,"CPD-8191, Red-NADPH-Hemoprotein-Reductases, OXYGEN-MOLECULE","PHYTOALEXIN-CMPD, Ox-NADPH-Hemoprotein-Reductases, ACETONE, WATER",LEFT-TO-RIGHT
RXN-2981,PWY-1822,False,"INDOLE-3-ACETYL-ALA, WATER","INDOLE_ACETATE_AUXIN, L-ALPHA-ALANINE",LEFT-TO-RIGHT
RXN-16044,PWY-5353,False,"CPD-14407, Glycerolipids","CPD-17283, CO-A",LEFT-TO-RIGHT
4.2.1.58-RXN,PWY-5971,False,Beta-3-hydroxybutyryl-ACPs,"WATER, Crotonyl-ACPs",LEFT-TO-RIGHT
RXN-12730,PWY-6936,False,"SELENOHOMOCYSTEINE, CPD-1302","SELENOMETHIONINE, CPD-1301",LEFT-TO-RIGHT
RXN-8479,PWY-5399,True,"CPD-12575, CPD-8653","PROTON, CPD-8654, UDP",LEFT-TO-RIGHT
TRANS-RXN4LZ-45,UNK,False,"FE+3, FE+3","FE+3, FE+3",LEFT-TO-RIGHT
RXN-14011,PWY-5321,True,"CPD-14849, UDP-L-RHAMNOSE","CPD-15021, UDP, PROTON",LEFT-TO-RIGHT
RXN-16190,PWY-5707,False,"CPD-9317, WATER","CPD-17436, GLT",LEFT-TO-RIGHT
RXN-16173,PWY-699,False,"CPD-17422, Red-NADPH-Hemoprotein-Reductases, OXYGEN-MOLECULE","CPD-718, Ox-NADPH-Hemoprotein-Reductases, WATER",LEFT-TO-RIGHT
RXN-16368,PWY-7632,True,CPD-17610,"CPD-17606, CARBON-DIOXIDE",LEFT-TO-RIGHT
RXN-13922,PWY-7160,True,"S-ADENOSYLMETHIONINE, CPD-14942","PROTON, ADENOSYL-HOMO-CYS, CPD-14943, ADENOSYL-HOMO-CYS, PROTON",LEFT-TO-RIGHT
RXN-2541,PWY-1422,False,"PROTON, HOMOGENTISATE, PHYTYL-PYROPHOSPHATE","MPBQ, CARBON-DIOXIDE, PPI",LEFT-TO-RIGHT
RXN-7710,UNK,False,1-4-alpha-D-Glucan,Starch,LEFT-TO-RIGHT
RXN-9567,UNK,False,"CPD-10210, NADP","CPD-10207, NADPH, PROTON",RIGHT-TO-LEFT
RXN-20028,UNK,False,"CPD-13042, Red-NADPH-Hemoprotein-Reductases, OXYGEN-MOLECULE","CPD-15055, Ox-NADPH-Hemoprotein-Reductases, WATER",LEFT-TO-RIGHT
RXN-10624,PWY-5411,True,"CPD-8693, WATER, NAD","CPD-8694, NADH, PROTON",LEFT-TO-RIGHT
4.1.1.74-RXN,UNK,False,"PROTON, INDOLE_PYRUVATE","CARBON-DIOXIDE, INDOLE_ACETALDEHYDE",
RXN-12440,PWY-6960,False,"ASCORBATE, HYDROGEN-PEROXIDE, PROTON","ASCORBATE, L-DEHYDRO-ASCORBATE, WATER",LEFT-TO-RIGHT
RXN-8488,PWY-5404,True,"PROTON, CPD-8670, OXYGEN-MOLECULE, ASCORBATE","CPD-8671, WATER, L-DEHYDRO-ASCORBATE",LEFT-TO-RIGHT
RXN-34,PWY-2002,True,"CANAVANINE, WATER","PROTON, L-CANALINE, UREA",LEFT-TO-RIGHT
RXN-2946,PWY-2021,False,"INDOLE_ACETATE_AUXIN, L-ASPARTATE, ATP","PROTON, INDOLE-3-ACETYL-ASP, AMP, PPI",LEFT-TO-RIGHT
PEPCARBOX-RXN,PWY-6549,False,"Pi, OXALACETIC_ACID","PHOSPHO-ENOL-PYRUVATE, HCO3",RIGHT-TO-LEFT
RXN-1224,PWY-6475,True,"UDP-SULFOQUINOVOSE, DIACYLGLYCEROL","SULFOQUINOVOSYLDIACYLGLYCEROL, UDP, PROTON",LEFT-TO-RIGHT
RXN-9046,PWY-5773,False,CPD-9523,CPD-9524,LEFT-TO-RIGHT
GLUC1PADENYLTRANS-RXN,PWYQT-4466,False,"PROTON, GLC-1-P, ATP","ADP-D-GLUCOSE, PPI",LEFT-TO-RIGHT
RXN-11665,CAMALEXIN-SYN,True,"CPD-12635, WATER","CPD-12636, GLY",LEFT-TO-RIGHT
RXN-9155,PWY-5822,False,"CPD-9673, OXYGEN-MOLECULE","CPD-9675, WATER, PROTON",LEFT-TO-RIGHT
RXN-13847,PWY-7151,True,"S-ADENOSYLMETHIONINE, CPD-14856","PROTON, ADENOSYL-HOMO-CYS, CPD-14860, ADENOSYL-HOMO-CYS, PROTON",LEFT-TO-RIGHT
RXN-14082,PWY-7188,True,6C-Glc-2-hydroxyeriodictyol,"WATER, CPD-15083, WATER",LEFT-TO-RIGHT
RXN-15381,PWY-7478,True,"CPD-16610, Red-NADPH-Hemoprotein-Reductases, OXYGEN-MOLECULE","CPD-16611, Ox-NADPH-Hemoprotein-Reductases, WATER",LEFT-TO-RIGHT
BIOTINLIG-RXN,PWY0-1264,False,"BCCP-L-lysine, BIOTIN, ATP","PPI, AMP, BCCP-biotin-L-lysine, PROTON",LEFT-TO-RIGHT
CATAL-RXN,DETOX1-PWY,False,HYDROGEN-PEROXIDE,"WATER, OXYGEN-MOLECULE",LEFT-TO-RIGHT
RXN-15534,PWY-7498,False,"S-ADENOSYLMETHIONINE, CPD-14907","CPD-16776, ADENOSYL-HOMO-CYS, PROTON",LEFT-TO-RIGHT
RXN-5501,PWY-2083,True,"S-ADENOSYLMETHIONINE, CPD-3161","PROTON, CPD-5421, ADENOSYL-HOMO-CYS",LEFT-TO-RIGHT
RXN-8899,PWY-5707,False,"2-AMINOACRYLATE, WATER","PYRUVATE, AMMONIUM",LEFT-TO-RIGHT
RXN-4764,PWY-5717,False,"ONONIN, WATER","FORMONONETIN, Glucopyranose",LEFT-TO-RIGHT
RXN-12473,PWY-6823,False,"Carboxyadenylated-MPT-synthases, L-Cysteine-Desulfurase-persulfide, Donor-H2","Thiocarboxylated-MPT-synthases, Cysteine-Desulfurase-L-cysteine, AMP, Acceptor, PROTON",LEFT-TO-RIGHT
RXNQT-4393,UNK,False,"CPD-12815, GLYCEROL-3P","CMP, CPD-12821, PROTON",
RXN-10733,PWY-6310,True,"MALONYL-COA, PROTON","CPD-11554, CO-A, CARBON-DIOXIDE, WATER",LEFT-TO-RIGHT
RXN-14423,PWY-7252,True,"PROTON, 2-KETOGLUTARATE, OXYGEN-MOLECULE, CPD-11941, OXYGEN-MOLECULE, 2-KETOGLUTARATE, PROTON","WATER, CARBON-DIOXIDE, SUC, CPD-11945, SUC, CARBON-DIOXIDE, WATER",LEFT-TO-RIGHT
RXN-2561,PWY-1422,False,DELTA-TOCOPHEROL,MPBQ,RIGHT-TO-LEFT
RXN-4981,PWY-6015,True,"S-ADENOSYLMETHIONINE, VITEXIN-2-O-B-L-RHAMNOSIDE","ADENOSYL-HOMO-CYS, 7-O-METHYLVITEXIN-2-O-B-L-RHAMNOSIDE",LEFT-TO-RIGHT
RXN-8428,UNK,False,FARNESYL-PP,"CPD-8245, PPI",LEFT-TO-RIGHT
RXN-18141,PWY-7826,False,"S-ADENOSYLMETHIONINE, CPD-19447","ADENOSYL-HOMO-CYS, CPD-19429, PROTON",LEFT-TO-RIGHT
RXN-8481,PWY-5405,True,"CPD-12575, CPD-8652","PROTON, CPD-8656, UDP",LEFT-TO-RIGHT
RXN-9533,PWY-5971,False,R-3-hydroxydodecanoyl-ACPs,"Dodec-2-enoyl-ACPs, WATER",LEFT-TO-RIGHT
RXN-8192,PWY-5291,True,"CPD1F-129, WATER, Acceptor","CPD-7853, Donor-H2",LEFT-TO-RIGHT
RXN-4313,PWY-2681,True,"CPD-4205, WATER","CPD-15317, CPD-4209",LEFT-TO-RIGHT
RXN-3184,PWY-2021,False,INDOLE-3-ACETYL-ASP,2-OXINDOLE-3-ACETYL-ASP,LEFT-TO-RIGHT
RXN-2562,PWY-1422,False,"S-ADENOSYLMETHIONINE, DELTA-TOCOPHEROL","PROTON, BETA-TOCOPHEROL, ADENOSYL-HOMO-CYS",LEFT-TO-RIGHT
RXN-8092,UNK,False,"ACETALD, OXYGEN-MOLECULE, WATER","PROTON, ACET, HYDROGEN-PEROXIDE",LEFT-TO-RIGHT
RXN-13874,PWY-7149,True,"CPD-12575, CPD-14857, CPD-12575","PROTON, UDP, CPD-14886, UDP, PROTON",LEFT-TO-RIGHT
RXN-19974,PWY-5292,True,CPD-21545,TABERSONINE,LEFT-TO-RIGHT
RXN-4311,UNK,False,"CPD-4203, WATER","PROTON, CPD-4205, Pi",
RXN-13925,PWY-7160,True,"S-ADENOSYLMETHIONINE, CPD-14933","PROTON, ADENOSYL-HOMO-CYS, CPD-14942, ADENOSYL-HOMO-CYS, PROTON",LEFT-TO-RIGHT
RXN-10945,UNK,False,"WATER, CPD-1107, CPD-1107, WATER","Pi, INOSITOL-1456-TETRAKISPHOSPHATE, INOSITOL-1456-TETRAKISPHOSPHATE, Pi",LEFT-TO-RIGHT
RXN-8302,PWY-782,False,"CPD-2188, OXYGEN-MOLECULE, Reduced-ferredoxins, PROTON","CPD-8077, WATER, Oxidized-ferredoxins",LEFT-TO-RIGHT
RXN-19574,PWYQT-4477,False,"CPD-21172, WATER","CPD-21171, GLT",LEFT-TO-RIGHT
2.1.1.69-RXN,PWY-5365,True,"S-ADENOSYLMETHIONINE, BERGAPTOL","PROTON, 5-METHOXYFURANOCOUMARIN, ADENOSYL-HOMO-CYS",LEFT-TO-RIGHT
RXN-7859,PWY-5140,True,"PROTON, CPD-7171","CPD-7174, CARBON-DIOXIDE",LEFT-TO-RIGHT
RXN-18159,UNK,False,"CPD-13031, OXYGEN-MOLECULE, Red-NADPH-Hemoprotein-Reductases, GLUTATHIONE","CPD-12384, Ox-NADPH-Hemoprotein-Reductases, WATER",LEFT-TO-RIGHT
RXN-9577,PWY-5975,True,"CPD-10198, CPD-12575","CPD-10216, UDP, PROTON",LEFT-TO-RIGHT
FLAVONE-APIOSYLTRANSFERASE-RXN,PWY-6010,True,"APIGENIN-7-O-BETA-D-GLUCOSIDE, UDP-APIOSE","PROTON, 7-O-BETA-D-APIOFURANOSYL-12-BETA-D-GLU, UDP",LEFT-TO-RIGHT
RXN-11276,PWY-6437,False,"CPD-12223, OXYGEN-MOLECULE","CPD-12225, CARBON-DIOXIDE, WATER",LEFT-TO-RIGHT
RXN-8321,PWY-762,False,"CPD-8088, OXYGEN-MOLECULE, FERROCYTOCHROME-B5, PROTON","CPD-8089, WATER, FERRICYTOCHROME-B5",LEFT-TO-RIGHT
RXN-13983,PWY-7172,True,"PROTON, P-COUMAROYL-COA, CPD1F-437, CPD1F-437, P-COUMAROYL-COA, PROTON","CO-A, CPD-14992, CO-A",LEFT-TO-RIGHT
RXN-12994,PWY-7619,False,"CPD-14419, NAD-P-OR-NOP","CPD-14422, NADH-P-OR-NOP, PROTON",RIGHT-TO-LEFT
RXN-12186,PWY-6733,False,"DODECANOATE, Red-NADPH-Hemoprotein-Reductases, OXYGEN-MOLECULE","CPD-17637, Ox-NADPH-Hemoprotein-Reductases, WATER",LEFT-TO-RIGHT
RXN-3592,PWY-2345,True,"CPD-3422, WATER","PROTON, MALONATE, CPD-3421",LEFT-TO-RIGHT
RXN-18964,UNK,False,"CPD-7850, OXYGEN-MOLECULE, Donor-H2","CPD-17652, WATER, Acceptor",LEFT-TO-RIGHT
RXN-13397,UNK,False,"CPD-4703, Red-NADPH-Hemoprotein-Reductases, OXYGEN-MOLECULE","CPD-4721, Ox-NADPH-Hemoprotein-Reductases, WATER",LEFT-TO-RIGHT
RXN-16022,PWY-6958,False,"CPD-17264, Donor-H2","CPD-14394, Acceptor",LEFT-TO-RIGHT
RXN66-316,PWY-6074,False,"CPD-4579, FERROCYTOCHROME-B5, OXYGEN-MOLECULE, PROTON","CPD-4580, FERRICYTOCHROME-B5, WATER",LEFT-TO-RIGHT
RXN-8178,PWY-5286,True,"CPD-12575, CPD-7117","CPD-7844, UDP",LEFT-TO-RIGHT
RXN-12296,PWY-6786,False,"CPD-13222, NADPH, PROTON","CPD-13223, NADP",LEFT-TO-RIGHT
RXN-12361,PWY-6799,False,"MALONYL-ACP, PROTON","Acetoacetyl-ACPs, CARBON-DIOXIDE, ACP",LEFT-TO-RIGHT
RXN-8530,PWY-5421,True,"--ABIETADIENE, Acceptor","CPD-8721, Donor-H2",LEFT-TO-RIGHT
RXN-8290,PWY-5348,False,"CPD-12575, CPD-8067","CPD-8068, UDP",LEFT-TO-RIGHT
RXN-11260,PWY-6442,False,"CPD-12212, Red-NADPH-Hemoprotein-Reductases, OXYGEN-MOLECULE","CPD-12213, Ox-NADPH-Hemoprotein-Reductases, WATER",LEFT-TO-RIGHT
RXN-8547,UNK,False,GERANYL-PP,"CPD-8736, PPI",LEFT-TO-RIGHT
RXNQT-4333,PWYQT-4475,True,"CPDQT-419, PAPS","3-5-ADP, PROTON, CPDQT-300",LEFT-TO-RIGHT
RXN-18965,UNK,False,"CPD-17652, OXYGEN-MOLECULE, Donor-H2","CPD-20425, WATER, Acceptor",LEFT-TO-RIGHT
RXN-11658,PWY-6621,False,"CPD-110, CPD-12575","CPD-12628, UDP, PROTON",LEFT-TO-RIGHT
RXN-10244,PWY-6199,True,"CPD-10900, PAPS","PROTON, 3-5-ADP, CPD-11018",LEFT-TO-RIGHT
RXN-8349,UNK,False,"CPD-12653, MALONYL-ACP, NADPH, PROTON","CPD-8121, ACP, CARBON-DIOXIDE, WATER, NADP",
RXN-1641,TRIGLSYN-PWY,False,"PHOSPHATIDYLCHOLINE, DIACYLGLYCEROL","Triacylglycerols, 2-Lysophosphatidylcholines",LEFT-TO-RIGHT
RXN-8268,PWY-5321,True,"CPD-12575, CPD-8013","CPD-8011, UDP",LEFT-TO-RIGHT
+-NEOMENTHOL-DEHYDROGENASE-RXN,PWY-3061,False,"NADP, CPD-1905","PROTON, NADPH, CPD-1909",RIGHT-TO-LEFT
DIHYDROCOUMARIN-LIPASE-RXN,PWY-5319,False,"WATER, DIHYDROCOUMARIN","PROTON, MELILOTATE",LEFT-TO-RIGHT
RXN-8779,UNK,False,L-SORBOSONE,CPD-9056,LEFT-TO-RIGHT
RXN-18384,PWY-7854,False,"METHYL-MALONYL-COA, NADP","ACRYLYL-COA, CARBON-DIOXIDE, NADPH",RIGHT-TO-LEFT
RXN0-5292,UNK,False,"WATER, DCMP, DCMP, WATER","Pi, DEOXYCYTIDINE, DEOXYCYTIDINE, Pi",LEFT-TO-RIGHT
RXN-11436,PWY-2821,True,"CPD-12385, WATER","PROTON, PHENYLACETOTHIOHYDROXIMATE, CPD-12607",LEFT-TO-RIGHT
RXN-15442,PWY-7487,False,"CPD-8910, CPD-12575","CPD-16683, UDP, PROTON",LEFT-TO-RIGHT
RXN-7303,PWY-4781,False,"CPD-6781, WATER","CPD-6782, Pi",LEFT-TO-RIGHT
MYO-INOSITOL-1-PHOSPHATE-SYNTHASE-RXN,PWY-4661,True,D-glucopyranose-6-phosphate,1-L-MYO-INOSITOL-1-P,LEFT-TO-RIGHT
SULFATE-ADENYLYLTRANSFERASE-ADP-RXN,UNK,False,"ADP, PROTON, SULFATE, SULFATE, PROTON, ADP","Pi, APS, APS, Pi",
RXN-11705,PWY-6623,False,"CPD-633, CPD-12575","CPD-12665, UDP, PROTON",LEFT-TO-RIGHT
RXNQT-4377,UNK,False,"UTP, CPD-7246, UTP","PPI, UDP-N-ACETYL-GALACTOSAMINE, UDP-N-ACETYL-GALACTOSAMINE, PPI",
RXN-16171,PWY-699,False,"CPD-17420, Red-NADPH-Hemoprotein-Reductases, OXYGEN-MOLECULE","CPD-719, Ox-NADPH-Hemoprotein-Reductases, WATER",LEFT-TO-RIGHT
RXN-12132,PWY-6707,False,CPD-13085,CPD-183,LEFT-TO-RIGHT
RXN-8435,PWY-5379,False,"CPD-14553, CPD-8052","PROTON, CPD-8253, UDP",LEFT-TO-RIGHT
RXN-8565,PWY-5423,False,GERANYL-PP,"CPD-8756, PPI",LEFT-TO-RIGHT
RXN-8735,PWY-5479,False,"CPD-8958, Red-NADPH-Hemoprotein-Reductases, OXYGEN-MOLECULE","CPD-8960, Ox-NADPH-Hemoprotein-Reductases, WATER",LEFT-TO-RIGHT
RXN-12971,PWY-5353,False,"CPD-14406, NADH, PROTON","CPD-14407, NAD",LEFT-TO-RIGHT
RXN-14062,PWY-7213,True,"WATER, CPD-12728, WATER","D-Glucopyranuronate, CPD-12727, D-Glucopyranuronate",LEFT-TO-RIGHT
RXN-8443,PWY-5381,False,"CPD-8259, ATP","PROTON, NICOTINATE_NUCLEOTIDE, ADP",LEFT-TO-RIGHT
RXN-9282,PWY-5872,False,"S-ADENOSYLMETHIONINE, CPD-9895","PROTON, CPD-9897, ADENOSYL-HOMO-CYS",LEFT-TO-RIGHT
NQOR-RXN,UNK,False,"ETR-Quinones, PROTON, NADH-P-OR-NOP","ETR-Quinols, NAD-P-OR-NOP",LEFT-TO-RIGHT
RXN-7648,PWY-5059,True,"CPD-6991, OXYGEN-MOLECULE, 2-KETOGLUTARATE","CPD-6992, CARBON-DIOXIDE, SUC",LEFT-TO-RIGHT
LANOSTEROL-SYNTHASE-RXN,PWY66-341,False,"EPOXYSQUALENE, EPOXYSQUALENE","LANOSTEROL, LANOSTEROL",LEFT-TO-RIGHT
RXN-15453,PWY-7477,True,CPD-16670,CPD-9905,LEFT-TO-RIGHT
RXN-8890,PWY-7854,False,4-HYDROXY-BUTYRYL-COA,"CROTONYL-COA, WATER",LEFT-TO-RIGHT
RXN-11552,UNK,False,CPD-12511,CPD-12513,LEFT-TO-RIGHT
RXN-9082,PWY-5793,True,"Rhamonsylated-Rhamonsyl-Acceptors, ISOORIENTIN","CPD-9587, Non-Rhamonsylated-Rhamnosyl-Acceptors",LEFT-TO-RIGHT
RXN66-313,PWY-6074,False,"CPD-4577, NAD-P-OR-NOP","CPD-4578, NADH-P-OR-NOP, CARBON-DIOXIDE",LEFT-TO-RIGHT
PNPOXI-RXN,PWY-7204,False,"OXYGEN-MOLECULE, PYRIDOXINE-5P","HYDROGEN-PEROXIDE, PYRIDOXAL_PHOSPHATE",LEFT-TO-RIGHT
HOMOCYSTEINE-S-METHYLTRANSFERASE-RXN,UNK,False,"S-ADENOSYLMETHIONINE, HOMO-CYS","PROTON, ADENOSYL-HOMO-CYS, MET",LEFT-TO-RIGHT
RXN-12292,PWY-6786,False,"CPD-7600, NADPH, PROTON","BUTANAL, NADP",LEFT-TO-RIGHT
ALLANTOATE-DEIMINASE-RXN,URDEGR-PWY,False,"PROTON, ALLANTOATE, WATER","CPD0-2298, AMMONIUM, CARBON-DIOXIDE",LEFT-TO-RIGHT
RXN-11541,PWY-6546,False,"CPD-697, OXYGEN-MOLECULE, Donor-H2","CPD-12501, WATER, Acceptor",LEFT-TO-RIGHT
2.4.2.38-RXN,UNK,False,"2-2-N-linked-Glycan, UDP-D-XYLOSE, UDP-D-XYLOSE, 2-2-N-linked-Glycan","UDP, PROTON, N4-N-ACETYL-BETA-D-GLUCOSAMINYL-X, N4-N-ACETYL-BETA-D-GLUCOSAMINYL-X, PROTON, UDP",LEFT-TO-RIGHT
RXN-4314,PWY-2681,True,"CPD-4206, WATER","CPD-4210, CPD-15317",LEFT-TO-RIGHT
RXN4LZ-39,UNK,False,"S-ADENOSYLMETHIONINE, DIACYLGLYCEROL, DIACYLGLYCEROL","CPD4LZ-25, ADENOSYL-HOMO-CYS, ADENOSYL-HOMO-CYS, CPD4LZ-25",
RXN-13831,PWY-7145,False,"CPD-12575, CPD-3421, CPD-3421, CPD-12575","PROTON, UDP, CPD-14848, UDP, PROTON",LEFT-TO-RIGHT
RXN4FS-14,PWY4FS-13,False,GDP-D-GLUCOSE,GDP-MANNOSE,LEFT-TO-RIGHT
GPPSYN-RXN,PWY-6244,True,"CPD-4211, DELTA3-ISOPENTENYL-PP","GERANYL-PP, PPI",LEFT-TO-RIGHT
1.14.21.6-RXN,PWY66-341,False,"CPD-4186, FERROCYTOCHROME-B5, OXYGEN-MOLECULE, PROTON","CPD-4187, FERRICYTOCHROME-B5, WATER",LEFT-TO-RIGHT
RXN-4465,PWY-2724,False,"OMEGA-HYDROXY-FATTY-ACID, OXYGEN-MOLECULE","OMEGA-ALDEHYDE-FATTY-ACID, HYDROGEN-PEROXIDE",LEFT-TO-RIGHT
RXN-14198,UNK,False,"WATER, DCTP, DCTP, WATER","PROTON, Pi, DCMP, DCMP, Pi, PROTON",LEFT-TO-RIGHT
RXN-11755,PWY-7212,True,"UDP-GLUCURONATE, CPD-12724","PROTON, UDP, CPD-12725",LEFT-TO-RIGHT
RXN0-363,PWY-6596,False,"XANTHOSINE, WATER","D-Ribofuranose, XANTHINE",LEFT-TO-RIGHT
RXN-11206,PWY-6425,True,"CPD-9534, PROTON, Acceptor","CPD-12163, Donor-H2",LEFT-TO-RIGHT
RXN-4144,PWY-2541,False,"CPD-4081, NADP","ALPHA-METHYL-5-ALPHA-ERGOSTA, NADPH, PROTON",RIGHT-TO-LEFT
RXN-16406,PWY-6733,False,"CPD-17646, NADP","CPD-17645, NADPH, PROTON",RIGHT-TO-LEFT
RXN-7857,PWY-5140,True,"PROTON, CPD-7169","CPD-7172, CARBON-DIOXIDE",LEFT-TO-RIGHT
RXN-8544,UNK,False,"FARNESYL-PP, FARNESYL-PP","PPI, CPD-8733, PPI",LEFT-TO-RIGHT
DIHYDROKAEMPFEROL-4-REDUCTASE-RXN,PWY1F-823,True,"LEUCOPELARGONIDIN-CMPD, NADP","DIHYDROKAEMPFEROL-CMPD, NADPH, PROTON",RIGHT-TO-LEFT
RXN-9386,PWY-5921,False,"GLN-tRNAs, GLT, ATP","L-glutamyl-tRNAGln, AMP, PPI",LEFT-TO-RIGHT
RXN-11907,PWY-2961,True,"CPD-12884, Red-NADPH-Hemoprotein-Reductases, OXYGEN-MOLECULE","CPD-4721, Ox-NADPH-Hemoprotein-Reductases, WATER",LEFT-TO-RIGHT
RXN0-5181,UNK,False,"WATER, 1-4-alpha-D-Glucan, 1-4-alpha-D-Glucan, WATER","1-4-alpha-D-Glucan, 1-4-alpha-D-Glucan, MALTOHEXAOSE",LEFT-TO-RIGHT
RXN-6321,PWY-3841,False,"5-10-METHENYL-THF-GLU-N, WATER","N5-Formyl-THF-Glu-N, PROTON",LEFT-TO-RIGHT
RXN0-1461,CHLOROPHYLL-SYN,False,"COPROPORPHYRINOGEN_III, OXYGEN-MOLECULE, PROTON","PROTOPORPHYRINOGEN, CARBON-DIOXIDE, WATER",LEFT-TO-RIGHT
R15-RXN,PWY-1186,False,"MET, 2-Oxo-carboxylates","CPD-479, Amino-Acids-20",LEFT-TO-RIGHT
